"activity" "measurement" "avg"
"WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.272809910672304
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0728532273938407
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.051263979292845
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0546961525371337
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.38268977198606
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.465943810555121
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.326455992480064
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.416891551237909
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.440929331631124
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.129785639782795
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.251427800988919
"WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.926457404928876
"WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.168507222023357
"WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0479709004743904
"WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.949748838733997
"WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.934266078534851
"WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.912460554516358
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.101249699851558
"WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.116488914352198
"WALKING_UPSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" 0.00665151216763601
"WALKING_UPSTAIRS" "angle(tBodyAccMean,gravity)" 0.0353707742785168
"WALKING_UPSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" 0.0364320224572863
"WALKING_UPSTAIRS" "angle(tBodyGyroMean,gravityMean)" -0.129903187672927
"WALKING_UPSTAIRS" "angle(X,gravityMean)" -0.637980142221503
"WALKING_UPSTAIRS" "angle(Y,gravityMean)" 0.278641944978951
"WALKING_UPSTAIRS" "angle(Z,gravityMean)" 0.122793802216652
"WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.293406752279022
"WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.134950514403271
"WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.368122061042293
"WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.436683976651101
"WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.169851327169637
"WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.265200271104081
"WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.218887990072578
"WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0218110366534067
"WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.146601790497137
"WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.389896773119819
"WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.364666839787014
"WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.591670061637306
"WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.339080440587254
"WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.452501330578951
"WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.44116273987351
"WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.388992761276127
"WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.357632925658886
"WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.661590843134715
"WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.26202811322658
"WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.0532170060678109
"WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.361753456901554
"WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.353961999926425
"WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0628726058822474
"WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.434206731972435
"WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.658694456439443
"WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.094112452115136
"WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.703083532121114
"WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.449781382648834
"WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.168707548570072
"WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.381406363802979
"WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.394248174023122
"WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.45925346898967
"WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.296857721646179
"WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.212837257343873
"WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.319518692055149
"WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.26034110185728
"WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.49525397668763
"WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.29318182767215
"WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.292041341940868
"WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.26229464948342
"WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0259232890342181
"WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.120537934670272
"WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.237989747950635
"WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.0160325123253303
"WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.175449700484728
"WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0767293215286917
"WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.00875888964679404
"WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.00600953398545337
"WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.360863432417876
"WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.339226496686328
"WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.627063649764249
"WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.390938624541516
"WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.385400351575259
"WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.100204123946392
"WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.249875157023391
"WALKING_UPSTAIRS" "tBodyGyro-mean()-X" 0.00682449600215674
"WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0885225289752966
"WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0598938080367487
"WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.46760713827921
"WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.344231806672079
"WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.237136760675842
"WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.112117464583562
"WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0386192672141386
"WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0525810278118912
"WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.553132758357837
"WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.667339157124352
"WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.560989210937073
"WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.608047148013666
"WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.666836734071891
"WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.178281147518361
"WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.337142124176179
"WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.875003375958549
"WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.281377193548575
"WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.14079566587547
"WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.948191332253886
"WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.925549271962435
"WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.901905618180052
"WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.100204123946392
"WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.249875157023391
